AAA,0
AAB,1
AAC,58
AAD,1
AAE,0
AAF,0
AAG,0
AAH,14
AAI,0
AAJ,0
AAK,0
AAL,76
AAM,19
AAN,13
AAO,0
AAP,0
AAQ,0
AAR,129
AAS,2
AAT,7
AAU,1
AAV,0
AAW,0
AAX,0
AAY,0
AAZ,0
AA_,5
ABA,440
ABB,739
ABC,1
ABD,23
ABE,994
ABF,0
ABG,2
ABH,108
ABI,1732
ABJ,63
ABK,0
ABL,10922
ABM,5
ABN,33
ABO,10511
ABP,0
ABQ,0
ABR,690
ABS,1425
ABT,26
ABU,520
ABV,0
ABW,0
ABX,0
ABY,274
ABZ,0
AB_,274
ACA,390
ACB,291
ACC,4795
ACD,113
ACE,13199
ACF,0
ACG,0
ACH,7012
ACI,1866
ACJ,0
ACK,8764
ACL,861
ACM,14
ACN,2
ACO,329
ACP,1
ACQ,929
ACR,1597
ACS,28
ACT,8647
ACU,691
ACV,6
ACW,0
ACX,0
ACY,806
ACZ,0
AC_,295
ADA,1304
ADB,30
ADC,29
ADD,2268
ADE,10229
ADF,328
ADG,55
ADH,74
ADI,3068
ADJ,217
ADK,0
ADL,673
ADM,1445
ADN,739
ADO,1568
ADP,15
ADQ,52
ADR,235
ADS,1659
ADT,71
ADU,397
ADV,2461
ADW,93
ADX,0
ADY,3708
ADZ,0
AD_,35164
AEA,18
AEB,2
AEC,85
AED,82
AEE,1
AEF,2
AEG,20
AEH,2
AEI,1
AEJ,0
AEK,0
AEL,196
AEM,87
AEN,189
AEO,20
AEP,25
AEQ,31
AER,178
AES,938
AET,75
AEU,27
AEV,33
AEW,2
AEX,0
AEY,0
AEZ,0
AE_,253
AFA,68
AFB,0
AFC,0
AFD,0
AFE,1200
AFF,3243
AFG,6
AFH,0
AFI,90
AFJ,0
AFK,0
AFL,44
AFM,0
AFN,5
AFO,104
AFP,0
AFQ,0
AFR,706
AFS,5
AFT,6715
AFU,1
AFV,0
AFW,0
AFX,0
AFY,26
AFZ,1
AF_,235
AGA,7496
AGB,0
AGC,0
AGD,31
AGE,12575
AGF,0
AGG,1240
AGH,28
AGI,2059
AGJ,0
AGK,0
AGL,131
AGM,173
AGN,677
AGO,2395
AGP,10
AGQ,0
AGR,1262
AGS,387
AGT,12
AGU,828
AGV,0
AGW,3
AGX,0
AGY,3
AGZ,0
AG_,851
AHA,272
AHB,0
AHC,0
AHD,2
AHE,296
AHF,0
AHG,0
AHH,1
AHI,25
AHJ,0
AHK,5
AHL,14
AHM,39
AHN,11
AHO,106
AHP,2
AHQ,0
AHR,14
AHS,40
AHT,1
AHU,28
AHV,0
AHW,1
AHX,0
AHY,0
AHZ,0
AH_,1496
AIA,22
AIB,1
AIC,50
AID,12514
AIE,54
AIF,13
AIG,1218
AIH,0
AII,49
AIJ,0
AIK,21
AIL,5647
AIM,1406
AIN,28485
AIO,3
AIP,1
AIQ,2
AIR,6467
AIS,1730
AIT,3448
AIU,143
AIV,52
AIW,1
AIX,4
AIY,0
AIZ,12
AI_,67
AJA,178
AJB,0
AJC,0
AJD,0
AJE,634
AJF,0
AJG,0
AJH,0
AJI,3
AJJ,6
AJK,0
AJL,0
AJM,0
AJN,0
AJO,288
AJP,3
AJQ,0
AJR,0
AJS,0
AJT,0
AJU,7
AJV,0
AJW,0
AJX,0
AJY,0
AJZ,0
AJ_,45
AKA,214
AKB,0
AKC,0
AKD,4
AKE,18211
AKF,379
AKG,0
AKH,1
AKI,2519
AKJ,0
AKK,4
AKL,29
AKM,1
AKN,172
AKO,16
AKP,0
AKQ,0
AKR,0
AKS,605
AKT,0
AKU,8
AKV,0
AKW,1
AKX,0
AKY,35
AKZ,0
AK_,3951
ALA,2902
ALB,534
ALC,529
ALD,668
ALE,4392
ALF,2590
ALG,22
ALH,22
ALI,6246
ALJ,0
ALK,4004
ALL,47239
ALM,2287
ALN,30
ALO,4893
ALP,351
ALQ,0
ALR,993
ALS,5779
ALT,4431
ALU,1309
ALV,340
ALW,3273
ALX,0
ALY,393
ALZ,6
AL_,23282
AMA,1356
AMB,1997
AMC,2
AMD,39
AME,17825
AMF,2
AMG,0
AMH,0
AMI,3805
AMJ,3
AMK,0
AML,583
AMM,734
AMN,323
AMO,3426
AMP,2907
AMQ,21
AMR,22
AMS,946
AMT,28
AMU,519
AMV,7
AMW,4
AMX,1
AMY,167
AMZ,5
AM_,10671
ANA,1599
ANB,17
ANC,14052
AND,209707
ANE,2150
ANF,14
ANG,9970
ANH,128
ANI,5320
ANJ,31
ANK,3737
ANL,370
ANM,39
ANN,5593
ANO,5096
ANP,2
ANQ,500
ANR,6
ANS,7503
ANT,19221
ANU,902
ANV,144
ANW,40
ANX,323
ANY,16674
ANZ,70
AN_,57260
AOA,2
AOB,0
AOC,3
AOD,1
AOE,0
AOF,0
AOG,0
AOH,8
AOI,0
AOJ,1
AOK,1
AOL,52
AOM,1
AON,3
AOO,0
AOP,1
AOQ,0
AOR,301
AOS,51
AOT,4
AOU,3
AOV,0
AOW,7
AOX,0
AOY,1
AOZ,0
AO_,12
APA,1058
APB,7
APC,0
APD,3
APE,3562
APF,0
APG,0
APH,1182
API,1000
APJ,1
APK,43
APL,279
APM,4
APN,4
APO,841
APP,9638
APQ,0
APR,328
APS,1748
APT,3170
APU,230
APV,0
APW,4
APX,0
APY,2
APZ,0
AP_,1595
AQA,0
AQB,0
AQC,0
AQD,0
AQE,0
AQF,0
AQG,0
AQH,0
AQI,0
AQJ,0
AQK,0
AQL,0
AQM,0
AQN,0
AQO,0
AQP,0
AQQ,0
AQR,0
AQS,0
AQT,0
AQU,248
AQV,0
AQW,0
AQX,0
AQY,0
AQZ,0
AQ_,1
ARA,3408
ARB,1077
ARC,3798
ARD,16984
ARE,26698
ARF,456
ARG,4097
ARH,45
ARI,6702
ARJ,17
ARK,5746
ARL,4299
ARM,5813
ARN,3543
ARO,3027
ARP,1043
ARQ,121
ARR,8522
ARS,9308
ART,19164
ARU,470
ARV,1055
ARW,519
ARX,0
ARY,5624
ARZ,1
AR_,22217
ASA,1152
ASB,22
ASC,969
ASD,2
ASE,6187
ASF,0
ASG,6
ASH,3953
ASI,3425
ASJ,0
ASK,2702
ASL,350
ASM,474
ASN,626
ASO,2898
ASP,904
ASQ,65
ASR,0
ASS,10457
AST,18314
ASU,2264
ASV,0
ASW,6
ASX,0
ASY,1023
ASZ,0
AS_,86687
ATA,912
ATB,9
ATC,3127
ATD,0
ATE,25098
ATF,317
ATG,0
ATH,14734
ATI,22868
ATJ,0
ATK,6
ATL,429
ATM,321
ATN,202
ATO,2186
ATP,1
ATQ,72
ATR,1323
ATS,1684
ATT,8900
ATU,6035
ATV,0
ATW,7
ATX,0
ATY,92
ATZ,10
AT_,113852
AUA,3
AUB,68
AUC,460
AUD,1313
AUE,13
AUF,168
AUG,3974
AUH,16
AUI,6
AUJ,1
AUK,10
AUL,1508
AUM,147
AUN,1275
AUO,1
AUP,273
AUQ,2
AUR,672
AUS,5611
AUT,3823
AUU,1
AUV,36
AUW,0
AUX,82
AUY,0
AUZ,5
AU_,247
AVA,1154
AVB,0
AVC,0
AVD,0
AVE,36607
AVF,0
AVG,0
AVH,0
AVI,3559
AVJ,0
AVK,0
AVL,0
AVM,0
AVN,1
AVO,1734
AVP,0
AVQ,0
AVR,3
AVS,0
AVT,1
AVU,3
AVV,3
AVW,0
AVX,0
AVY,732
AVZ,0
AV_,62
AWA,5017
AWB,55
AWC,4
AWD,184
AWE,310
AWF,611
AWG,6
AWH,292
AWI,295
AWJ,0
AWK,644
AWL,346
AWM,10
AWN,875
AWO,50
AWP,8
AWQ,0
AWR,127
AWS,931
AWT,15
AWU,0
AWV,0
AWW,0
AWX,0
AWY,469
AWZ,0
AW_,4495
AXA,79
AXB,0
AXC,0
AXD,0
AXE,282
AXF,0
AXG,0
AXH,1
AXI,136
AXJ,0
AXK,0
AXL,7
AXM,1
AXN,0
AXO,29
AXP,8
AXQ,0
AXR,0
AXS,0
AXT,20
AXU,3
AXV,0
AXW,1
AXX,0
AXY,31
AXZ,0
AX_,483
AYA,68
AYB,515
AYC,1
AYD,3
AYE,1749
AYF,64
AYG,1
AYH,30
AYI,1696
AYJ,0
AYK,1
AYL,252
AYM,152
AYN,38
AYO,173
AYP,8
AYQ,0
AYR,24
AYS,9891
AYT,114
AYU,10
AYV,1
AYW,30
AYX,0
AYY,2
AYZ,0
AY_,38228
AZA,269
AZB,1
AZC,0
AZD,0
AZE,710
AZF,0
AZG,0
AZH,0
AZI,517
AZJ,0
AZK,3
AZL,22
AZM,0
AZN,0
AZO,101
AZP,0
AZQ,0
AZR,0
AZS,0
AZT,5
AZU,15
AZV,1
AZW,0
AZX,0
AZY,225
AZZ,121
AZ_,44
A_A,2735
A_B,7191
A_C,10252
A_D,6286
A_E,555
A_F,7317
A_G,7185
A_H,5905
A_I,1761
A_J,827
A_K,1195
A_L,7918
A_M,10762
A_N,3565
A_O,1301
A_P,9144
A_Q,767
A_R,4783
A_S,14465
A_T,8271
A_U,236
A_V,2772
A_W,6890
A_X,3
A_Y,1174
A_Z,30
A__,0
BAA,58
BAB,1051
BAC,4291
BAD,1063
BAE,26
BAF,62
BAG,430
BAH,19
BAI,174
BAJ,6
BAK,122
BAL,1420
BAM,35
BAN,3253
BAO,0
BAP,212
BAQ,2
BAR,3203
BAS,1978
BAT,2054
BAU,100
BAV,22
BAW,163
BAX,11
BAY,247
BAZ,26
BA_,110
BBA,160
BBB,0
BBC,0
BBD,0
BBE,662
BBF,0
BBG,0
BBH,0
BBI,406
BBJ,0
BBK,0
BBL,411
BBM,0
BBN,0
BBO,270
BBP,0
BBQ,0
BBR,10
BBS,21
BBT,0
